Customer ID,Twitter hashtags,Social groups/likes,Social Post/month,SM check Inns/Month,Habits and Interest,Travel frequency/month
897,,,23,1,,23
898,,,24,4,Alchohol Abuse,24
899,,,16,8,,16
900,,,85,23,Travelling,85
901,Financial issues,Sports,0,24,Sports,0
902,,Financial issues,0,16,,0
903,Criminal,,0,85,,0
904,,Criminal,2,0,Gambling,2
905,,,4,0,,4
906,Mental health,,8,0,,8
907,,Mental health,9,2,Books,9
908,,,45,4,Travelling,45
909,,,2,8,shopoholic,2
910,Health Issue,,4,9,,4
911,,Health Issue,3,45,,3
912,,,78,2,Travelling,78
913,,,1,4,,1
914,,,1,3,,1
915,Terriost activity,,8,78,Charity,8
916,,Terriost activity,0,1,,0
917,,,5,1,,5
918,,,7,8,Online Gaming,7
919,,spritual,23,0,,23
920,,,,5,Smoker,
921,Financial issues,,0,7,,0
922,,,5,23,Outdoor Activities,5
923,Criminal,,1,,,1
924,,Sports,4,0,,4
925,,Financial issues,8,5,,8
926,Mental health,,23,1,Alchohol Abuse,23
927,,Criminal,24,4,,24
928,,,16,8,Travelling,16
929,,Sports,85,23,Sports,85
930,Health Issue,Financial issues,0,24,,0
931,,,0,16,,0
932,,Criminal,0,85,Gambling,0
933,,,2,0,,2
934,,,4,0,,4
935,Terriost activity,Mental health,8,0,Books,8
936,,,9,2,Travelling,9
937,,,45,4,shopoholic,45
938,,,2,8,,2
939,,Health Issue,4,9,,4
940,,,3,45,Travelling,3
941,Financial issues,,78,2,,78
942,,,1,4,,1
943,Criminal,,1,3,Charity,1
944,,,8,78,,8
945,,Sports,0,1,,0
946,Mental health,Financial issues,5,1,Online Gaming,5
947,,,7,8,,7
948,,Criminal,23,0,Smoker,23
949,,,0,5,,0
950,Health Issue,,5,7,Outdoor Activities,5
951,,Mental health,1,23,,1
952,,,4,0,,4
953,,,8,5,,8
954,,,23,1,Alchohol Abuse,23
955,Terriost activity,Health Issue,24,4,,24
956,,,16,8,Travelling,16
957,,,85,23,Sports,85
958,,,0,24,,0
959,,,0,16,,0
960,,Terriost activity,0,85,Gambling,0
961,Financial issues,,2,0,,2
962,,,4,0,,4
963,Criminal,spritual,8,0,Books,8
964,,,9,2,Travelling,9
965,,,45,4,shopoholic,45
966,Mental health,,2,8,,2
967,,,4,9,,4
968,,Sports,3,45,Travelling,3
969,,Financial issues,78,2,,78
970,Health Issue,,1,4,,1
971,,Criminal,1,3,Charity,1
972,,,8,78,,8
973,,,0,1,,0
974,,Mental health,5,1,Online Gaming,5
975,Terriost activity,,7,8,,7
976,,,23,0,Smoker,23
977,,,0,5,,0
978,,Health Issue,5,7,Outdoor Activities,5
979,,,1,23,,1
980,,,4,0,,4
981,Financial issues,,8,5,,8
982,,,23,1,Alchohol Abuse,23
983,Criminal,Terriost activity,24,4,,24
984,,,16,8,Travelling,16
985,,,85,23,Sports,85
986,Mental health,spritual,0,24,,0
987,,,0,16,,0
988,,,0,85,Gambling,0
989,,,2,0,,2
990,Health Issue,,4,0,,4
991,,Sports,8,0,Books,8
992,,Financial issues,9,2,Travelling,9
993,,,45,4,shopoholic,45
994,,Criminal,2,8,,2
995,Terriost activity,,4,9,,4
996,,Sports,3,45,Travelling,3
997,,Financial issues,78,2,,78
998,,,1,4,,1
999,,Criminal,1,3,Charity,1
1000,,,8,78,,8
1001,Financial issues,,0,1,,0
1002,,Mental health,5,1,Online Gaming,5
1003,Criminal,,7,8,,7
1004,,,23,0,Smoker,23
1005,,,0,5,,0
1006,Mental health,Health Issue,5,7,Outdoor Activities,5
1007,,,1,23,,1
1008,,,4,0,,4
1009,,,8,5,,8
1010,Health Issue,,23,1,Alchohol Abuse,23
1011,,Terriost activity,24,4,,24
1012,,,16,8,Travelling,16
1013,,,85,23,Sports,85
1014,,spritual,0,24,,0
1015,Terriost activity,,0,16,,0
1016,,,0,85,Gambling,0
1017,,,2,0,,2
1018,,,4,0,,4
1019,,Sports,8,0,Books,8
1020,,Financial issues,9,2,Travelling,9
1021,Financial issues,,45,4,shopoholic,45
1022,,Criminal,2,8,,2
1023,Criminal,,4,9,,4
1024,,,3,45,Travelling,3
1025,,Mental health,78,2,,78
1026,Mental health,,1,4,,1
1027,,,1,3,Charity,1
1028,,,8,78,,8
1029,,Health Issue,0,1,,0
1030,Health Issue,,5,1,Online Gaming,5
1031,,,7,8,,7
1032,,,23,0,,23
1033,,,,5,,
1034,,Terriost activity,0,7,Smoker,0
1035,Terriost activity,,5,23,,5
1036,,,1,,Outdoor Activities,1
1037,,spritual,4,0,,4
1038,,,8,5,,8
1039,,,23,1,,23
1040,,,24,4,Alchohol Abuse,24
1041,Financial issues,,16,8,,16
1042,,Sports,85,23,Travelling,85
1043,Criminal,Financial issues,0,24,Sports,0
1044,,,0,16,,0
1045,,Criminal,0,85,,0
1046,Mental health,,2,0,Gambling,2
1047,,Sports,4,0,,4
1048,,Financial issues,8,0,,8
1049,,,9,2,Books,9
1050,Health Issue,Criminal,45,4,Travelling,45
1051,,,2,8,shopoholic,2
1052,,,4,9,,4
1053,,Mental health,3,45,,3
1054,,,78,2,Travelling,78
1055,Terriost activity,,1,4,,1
1056,,,1,3,,1
1057,,Health Issue,8,78,Charity,8
1058,,,0,1,,0
1059,,,5,1,,5
1060,,,7,8,Online Gaming,7
1061,Financial issues,,23,0,,23
1062,,,,5,,
1063,Criminal,Sports,0,7,Smoker,0
1064,,Financial issues,5,23,,5
1065,,,1,,Outdoor Activities,1
1066,Mental health,Criminal,4,0,,4
1067,,,8,5,,8
1068,,,23,1,,23
1069,,Mental health,24,4,Alchohol Abuse,24
1070,Health Issue,,16,8,,16
1071,,,85,23,Travelling,85
1072,,,0,24,Sports,0
1073,,Health Issue,0,16,,0
1074,,,0,85,,0
1075,Terriost activity,,2,0,Gambling,2
1076,,,4,0,,4
1077,,,8,0,,8
1078,,Terriost activity,9,2,Books,9
1079,,,45,4,Travelling,45
1080,,,2,8,shopoholic,2
1081,Financial issues,spritual,4,9,,4
1082,,,3,45,,3
1083,Criminal,,78,2,Travelling,78
1084,,,1,4,,1
1085,,,1,3,,1
1086,Mental health,Sports,8,78,Charity,8
1087,,Financial issues,0,1,,0
1088,,,5,1,,5
1089,,Criminal,7,8,Online Gaming,7
1090,Health Issue,,23,0,,23
1091,,,,5,Smoker,
1092,,Mental health,0,7,,0
1093,,,5,23,Outdoor Activities,5
1094,,,1,,,1
1095,Terriost activity,,4,0,,4
1096,,Health Issue,8,5,,8
1097,,,23,1,Alchohol Abuse,23
1098,,,24,4,,24
1099,,,16,8,Travelling,16
1100,,,85,23,Sports,85
1101,Financial issues,Terriost activity,0,24,,0
1102,,,0,16,,0
1103,Criminal,,0,85,Gambling,0
1104,,spritual,2,0,,2
1105,,,4,0,,4
1106,Mental health,,8,0,Books,8
1107,,,9,2,Travelling,9
1108,,,45,4,shopoholic,45
1109,,Sports,2,8,,2
1110,Health Issue,Financial issues,4,9,,4
1111,,,3,45,Travelling,3
1112,,Criminal,78,2,,78
1113,,,1,4,,1
1114,,Sports,1,3,Charity,1
1115,Terriost activity,Financial issues,8,78,,8
1116,,,0,1,,0
1117,,Criminal,5,1,Online Gaming,5
1118,,,7,8,,7
1119,,,23,0,Smoker,23
1120,,Mental health,,5,,
1121,Financial issues,,0,7,Outdoor Activities,0
1122,,,5,23,,5
1123,Criminal,,1,,,1
1124,,Health Issue,4,0,,4
1125,,,8,5,Alchohol Abuse,8
1126,Mental health,,23,1,,23
1127,,,24,4,Travelling,24
1128,,,16,8,Sports,16
1129,,Terriost activity,85,23,,85
1130,Health Issue,,0,24,,0
1131,,,0,16,Gambling,0
1132,,spritual,0,85,,0
1133,,,2,0,,2
1134,,,4,0,Books,4
1135,Terriost activity,,8,0,Travelling,8
1136,,,9,2,shopoholic,9
1137,,Sports,45,4,,45
1138,,Financial issues,2,8,,2
1139,,,4,9,Travelling,4
1140,,Criminal,3,45,,3
1141,Financial issues,,78,2,,78
1142,,,1,4,Charity,1
1143,Criminal,Mental health,1,3,,1
1144,,,8,78,,8
1145,,,0,1,Online Gaming,0
1146,Mental health,,5,1,,5
1147,,Health Issue,7,8,Smoker,7
1148,,,23,0,,23
1149,,,0,5,Outdoor Activities,0
1150,Health Issue,,5,7,,5
1151,,,1,23,,1
1152,,Terriost activity,4,0,,4
1153,,,8,5,Alchohol Abuse,8
1154,,,23,1,,23
1155,Terriost activity,spritual,24,4,Travelling,24
1156,,,16,8,Sports,16
1157,,,85,23,,85
1158,,,0,24,,0
1159,,,0,16,Gambling,0
1160,,Sports,0,85,,0
1161,Financial issues,Financial issues,2,0,,2
1162,,,4,0,Books,4
1163,Criminal,Criminal,8,0,Travelling,8
1164,,,9,2,shopoholic,9
1165,,Sports,45,4,,45
1166,Mental health,Financial issues,2,8,,2
1167,,,4,9,Travelling,4
1168,,Criminal,3,45,,3
1169,,,78,2,,78
1170,Health Issue,,1,4,Charity,1
1171,,Mental health,1,3,,1
1172,,,8,78,,8
1173,,,0,1,Online Gaming,0
1174,,,5,1,,5
1175,Terriost activity,Health Issue,7,8,Smoker,7
1176,,,23,0,,23
1177,,,,5,Outdoor Activities,
1178,,,,7,,
1179,,,0,23,,0
1180,,,5,,,5
1181,Financial issues,Sports,1,,Alchohol Abuse,1
1182,,Financial issues,4,0,,4
1183,Criminal,,8,5,Travelling,8
1184,,Criminal,23,1,Sports,23
1185,,,24,4,,24
1186,Mental health,,16,8,,16
1187,,Mental health,85,23,Gambling,85
1188,,,0,24,,0
1189,,,0,16,,0
1190,Health Issue,,0,85,Books,0
1191,,Health Issue,2,0,Travelling,2
1192,,,4,0,shopoholic,4
1193,,,8,0,,8
1194,,,9,2,,9
1195,Terriost activity,,45,4,Travelling,45
1196,,Terriost activity,2,8,,2
1197,,,4,9,,4
1198,,,3,45,Charity,3
1199,,spritual,78,2,,78
1200,,,1,4,,1
1201,Financial issues,,1,3,Online Gaming,1
1202,,,8,78,,8
1203,Criminal,,0,1,,0
1204,,Sports,5,1,,5
1205,,Financial issues,7,8,Smoker,7
1206,Mental health,,23,0,,23
1207,,Criminal,,5,Outdoor Activities,
1208,,,0,7,,0
1209,,,5,23,,5
1210,Health Issue,Mental health,1,,,1
1211,,,4,0,Alchohol Abuse,4
1212,,,8,5,,8
1213,,,23,1,Travelling,23
1214,,Health Issue,24,4,Sports,24
1215,Terriost activity,,16,8,,16
1216,,,85,23,,85
1217,,,0,24,Gambling,0
1218,,,0,16,,0
1219,,Terriost activity,0,85,,0
1220,,,2,0,Books,2
1221,Financial issues,,4,0,Travelling,4
1222,,spritual,8,0,shopoholic,8
1223,Criminal,,9,2,,9
1224,,,45,4,,45
1225,,,2,8,Travelling,2
1226,Mental health,,4,9,,4
1227,,Sports,3,45,,3
1228,,Financial issues,78,2,Charity,78
1229,,,1,4,,1
1230,Health Issue,Criminal,1,3,,1
1231,,,8,78,Online Gaming,8
1232,,Sports,0,1,,0
1233,,Financial issues,5,1,,5
1234,,,7,8,,7
1235,Terriost activity,Criminal,23,0,Smoker,23
1236,,,0,5,,0
1237,,,5,7,Outdoor Activities,5
1238,,Mental health,1,23,,1
1239,,,4,0,,4
1240,,,8,5,,8
1241,Financial issues,,23,1,Alchohol Abuse,23
1242,,Health Issue,24,4,,24
1243,Criminal,,16,8,Travelling,16
1244,,,85,23,Sports,85
1245,,,0,24,,0
1246,Mental health,,0,16,,0
1247,,Terriost activity,0,85,Gambling,0
1248,,,2,0,,2
1249,,,4,0,,4
1250,Health Issue,spritual,8,0,Books,8
1251,,,9,2,Travelling,9
1252,,,45,4,shopoholic,45
1253,,,2,8,,2
1254,,,4,9,,4
1255,Terriost activity,Sports,3,45,Travelling,3
1256,,Financial issues,78,2,,78
1257,,,1,4,,1
1258,,Criminal,1,3,Charity,1
1259,,,8,78,,8
1260,,,0,1,,0
1261,Financial issues,Mental health,5,1,Online Gaming,5
1262,,,7,8,,7
1263,Criminal,,23,0,,23
1264,,,0,5,Smoker,0
1265,,Health Issue,5,7,,5
1266,Mental health,,1,23,Outdoor Activities,1
1267,,,4,0,,4
1268,,,8,5,,8
1269,,,23,1,,23
1270,Health Issue,Terriost activity,24,4,Alchohol Abuse,24
1271,,,16,8,,16
1272,,,85,23,Travelling,85
1273,,spritual,0,24,Sports,0
1274,,,0,16,,0
1275,Terriost activity,,0,85,,0
1276,,,2,0,Gambling,2
1277,,,4,0,,4
1278,,Sports,8,0,,8
1279,,Financial issues,9,2,Books,9
1280,,,45,4,Travelling,45
1281,Financial issues,Criminal,2,8,shopoholic,2
1282,,,4,9,,4
1283,Criminal,Sports,3,45,,3
1284,,Financial issues,78,2,Travelling,78
1285,,,1,4,,1
1286,Mental health,Criminal,1,3,,1
1287,,,8,78,Charity,8
1288,,,0,1,,0
1289,,Mental health,5,1,,5
1290,Health Issue,,7,8,Online Gaming,7
1291,,,23,0,,23
1292,,,0,5,Smoker,0
1293,,Health Issue,5,7,,5
1294,,,1,23,Outdoor Activities,1
1295,Terriost activity,,4,0,,4
1296,,,8,5,,8
1297,,,23,1,,23
1298,,,24,4,Alchohol Abuse,24
1299,,Sports,16,8,,16
1300,,Financial issues,85,23,Travelling,85
1301,Financial issues,,0,24,Sports,0
1302,,Criminal,0,16,,0
1303,Criminal,,0,85,,0
1304,,,2,0,Gambling,2
1305,,Mental health,4,0,,4
1306,Mental health,,8,0,,8
1307,,,9,2,Books,9
1308,,,45,4,Travelling,45
1309,,Health Issue,2,8,shopoholic,2
1310,Health Issue,,4,9,,4
1311,,,3,45,,3
1312,,,78,2,Travelling,78
1313,,,1,4,,1
1314,,Terriost activity,1,3,,1
1315,Terriost activity,,8,78,Charity,8
1316,,,0,1,,0
1317,,spritual,5,1,,5
1318,,,7,8,Online Gaming,7
1319,,,23,0,,23
1320,,,,5,Smoker,
1321,Financial issues,,0,7,,0
1322,,Sports,5,23,Outdoor Activities,5
1323,Criminal,Financial issues,1,,,1
1324,,,4,0,,4
1325,,Criminal,8,5,,8
1326,Mental health,,23,1,Alchohol Abuse,23
1327,,,24,4,,24
1328,,Mental health,16,8,Travelling,16
1329,,,85,23,Sports,85
1330,Health Issue,,0,24,,0
1331,,,0,16,,0
1332,,Health Issue,0,85,Gambling,0
1333,,,2,0,,2
1334,,,4,0,,4
1335,Terriost activity,,8,0,Books,8
1336,,,9,2,Travelling,9
1337,,Terriost activity,45,4,shopoholic,45
1338,,,2,8,,2
1339,,,4,9,,4
1340,,spritual,3,45,Travelling,3
1341,Financial issues,,78,2,,78
1342,,,1,4,,1
1343,Criminal,,1,3,Charity,1
1344,,,8,78,,8
1345,,Sports,0,1,,0
1346,Mental health,Financial issues,5,1,Online Gaming,5
1347,,,7,8,,7
1348,,Criminal,23,0,Smoker,23
1349,,,,5,,
1350,Health Issue,Sports,0,7,Outdoor Activities,0
1351,,Financial issues,5,23,,5
1352,,,1,,,1
1353,,Criminal,4,0,,4
1354,,,8,5,Alchohol Abuse,8
1355,Terriost activity,,23,1,,23
1356,,Mental health,24,4,Travelling,24
1357,,,16,8,Sports,16
1358,,,85,23,,85
1359,,,0,24,,0
1360,,Health Issue,0,16,Gambling,0
1361,Financial issues,,0,85,,0
1362,,,2,0,,2
1363,Criminal,,4,0,Books,4
1364,,,8,0,Travelling,8
1365,,Terriost activity,9,2,shopoholic,9
1366,Mental health,,45,4,,45
1367,,,2,8,,2
1368,,spritual,4,9,Travelling,4
1369,,,3,45,,3
1370,Health Issue,,78,2,,78
1371,,,1,4,Charity,1
1372,,,1,3,,1
1373,,Sports,8,78,,8
1374,,Financial issues,0,1,Online Gaming,0
1375,Terriost activity,,5,1,,5
1376,,Criminal,7,8,Smoker,7
1377,,,23,0,,23
1378,,,,5,Outdoor Activities,
1379,,Mental health,0,7,,0
1380,,,5,23,,5
1381,Financial issues,,1,,,1
1382,,,4,0,Alchohol Abuse,4
1383,Criminal,Health Issue,8,5,,8
1384,,,23,1,Travelling,23
1385,,,24,4,Sports,24
1386,Mental health,,16,8,,16
1387,,,85,23,,85
1388,,Terriost activity,0,24,Gambling,0
1389,,,0,16,,0
1390,Health Issue,,0,85,,0
1391,,spritual,2,0,Books,2
1392,,,4,0,Travelling,4
1393,,,8,0,shopoholic,8
1394,,,9,2,,9
1395,Terriost activity,,45,4,,45
1396,,Sports,2,8,Travelling,2
1397,,Financial issues,4,9,,4
1398,,,3,45,,3
1399,,Criminal,78,2,Charity,78
1400,,,1,4,,1
1401,Financial issues,Sports,1,3,,1
1402,,Financial issues,8,78,Online Gaming,8
1403,Criminal,,0,1,,0
1404,,Criminal,5,1,,5
1405,,,7,8,,7
1406,Mental health,,23,0,Smoker,23
1407,,Mental health,,5,,
1408,,,0,7,Outdoor Activities,0
1409,,,5,23,,5
1410,Health Issue,,1,,,1
1411,,Health Issue,4,0,,4
1412,,,8,5,Alchohol Abuse,8
1413,,,23,1,,23
1414,,,24,4,Travelling,24
1415,Terriost activity,,16,8,Sports,16
1416,,,85,23,,85
1417,,Sports,0,24,,0
1418,,Financial issues,0,16,Gambling,0
1419,,,0,85,,0
1420,,Criminal,2,0,,2
1421,Financial issues,,4,0,Books,4
1422,,,8,0,Travelling,8
1423,Criminal,Mental health,9,2,shopoholic,9
1424,,,45,4,,45
1425,,,2,8,,2
1426,Mental health,,4,9,Travelling,4
1427,,Health Issue,3,45,,3
1428,,,78,2,,78
1429,,,1,4,Charity,1
1430,Health Issue,,1,3,,1
1431,,,8,78,,8
1432,,Terriost activity,0,1,Online Gaming,0
1433,,,5,1,,5
1434,,,7,8,,7
1435,Terriost activity,spritual,23,0,,23
1436,,,0,5,Smoker,0
1437,,,5,7,,5
1438,,,1,23,Outdoor Activities,1
1439,,,4,0,,4
1440,,Sports,8,5,,8
1441,Financial issues,Financial issues,23,1,,23
1442,,,24,4,Alchohol Abuse,24
1443,Criminal,Criminal,16,8,,16
1444,,,85,23,Travelling,85
1445,,,0,24,Sports,0
1446,Mental health,Mental health,0,16,,0
1447,,,0,85,,0
1448,,,2,0,Gambling,2
1449,,,4,0,,4
1450,Health Issue,Health Issue,8,0,,8
1451,,,9,2,Books,9
1452,,,45,4,Travelling,45
1453,,,2,8,shopoholic,2
1454,,,4,9,,4
1455,Terriost activity,Terriost activity,3,45,,3
1456,,,78,2,Travelling,78
1457,,,1,4,,1
1458,,spritual,1,3,,1
1459,,,8,78,Charity,8
1460,,,0,1,,0
1461,Financial issues,,5,1,,5
1462,,,7,8,Online Gaming,7
1463,Criminal,Sports,23,0,,23
1464,,Financial issues,,5,,
1465,,,,7,Smoker,
1466,Mental health,Criminal,0,23,,0
1467,,,5,,Outdoor Activities,5
1468,,Sports,1,,,1
1469,,Financial issues,4,0,,4
1470,Health Issue,,8,5,,8
1471,,Criminal,23,1,Alchohol Abuse,23
1472,,,24,4,,24
1473,,,16,8,Travelling,16
1474,,Mental health,85,23,Sports,85
1475,Terriost activity,,0,24,,0
1476,,,0,16,,0
1477,,,0,85,Gambling,0
1478,,Health Issue,2,0,,2
1479,,,4,0,,4
1480,,,8,0,Books,8
1481,Financial issues,,9,2,Travelling,9
1482,,,45,4,shopoholic,45
1483,Criminal,Terriost activity,2,8,,2
1484,,,4,9,,4
1485,,,3,45,Travelling,3
1486,Mental health,spritual,78,2,,78
1487,,,1,4,,1
1488,,,1,3,Charity,1
1489,,,8,78,,8
1490,Health Issue,,0,1,,0
1491,,Sports,5,1,Online Gaming,5
1492,,Financial issues,7,8,,7
1493,,,23,0,Smoker,23
1494,,Criminal,,5,,
1495,Terriost activity,,0,7,Outdoor Activities,0
1496,,,5,23,,5
1497,,Mental health,1,,,1
1498,,,4,0,,4
1499,,,8,5,Alchohol Abuse,8
1500,,,23,1,,23
1501,Financial issues,Health Issue,24,4,Travelling,24
1502,,,16,8,Sports,16
1503,Criminal,,85,23,,85
1504,,,0,24,,0
1505,,,0,16,Gambling,0
1506,Mental health,Terriost activity,0,85,,0
1507,,,2,0,,2
1508,,,4,0,Books,4
1509,,spritual,8,0,Travelling,8
1510,Health Issue,,9,2,shopoholic,9
1511,,,45,4,,45
1512,,,2,8,,2
1513,,,4,9,Travelling,4
1514,,Sports,3,45,,3
1515,Terriost activity,Financial issues,78,2,,78
1516,,,1,4,Charity,1
1517,,Criminal,1,3,,1
1518,,,8,78,,8
1519,,Sports,0,1,Online Gaming,0
1520,,Financial issues,5,1,,5
1521,Financial issues,,7,8,Smoker,7
1522,,Criminal,23,0,,23
1523,Criminal,,0,5,Outdoor Activities,0
1524,,,5,7,,5
1525,,Mental health,1,23,,1
1526,Mental health,,4,0,,4
1527,,,8,5,Alchohol Abuse,8
1528,,,23,1,,23
1529,,Health Issue,24,4,Travelling,24
1530,Health Issue,,16,8,Sports,16
1531,,,85,23,,85
1532,,,0,24,,0
1533,,,0,16,Gambling,0
1534,,,0,85,,0
1535,Terriost activity,Sports,2,0,,2
1536,,Financial issues,4,0,Books,4
1537,,,8,0,Travelling,8
1538,,Criminal,9,2,shopoholic,9
1539,,,45,4,,45
1540,,,2,8,,2
1541,Financial issues,Mental health,4,9,Travelling,4
1542,,,3,45,,3
1543,Criminal,,78,2,,78
1544,,,1,4,Charity,1
1545,,Health Issue,1,3,,1
1546,Mental health,,8,78,,8
1547,,,0,1,Online Gaming,0
1548,,,5,1,,5
1549,,,7,8,Smoker,7
1550,Health Issue,Terriost activity,23,0,,23
1551,,,0,5,Outdoor Activities,0
1552,,,5,7,,5
1553,,spritual,1,23,,1
1554,,,4,0,,4
1555,Terriost activity,,8,5,Alchohol Abuse,8
1556,,,23,1,,23
1557,,,24,4,Travelling,24
1558,,Sports,16,8,Sports,16
1559,,Financial issues,85,23,,85
1560,,,0,24,,0
1561,Financial issues,Criminal,0,16,Gambling,0
1562,,,0,85,,0
1563,Criminal,,2,0,,2
1564,,Mental health,4,0,Books,4
1565,,,8,0,Travelling,8
1566,Mental health,,9,2,shopoholic,9
1567,,,45,4,,45
1568,,Health Issue,2,8,,2
1569,,,4,9,Travelling,4
1570,Health Issue,,3,45,,3
1571,,,78,2,,78
1572,,,1,4,Charity,1
1573,,Terriost activity,1,3,,1
1574,,,8,78,,8
1575,Terriost activity,,0,1,Online Gaming,0
1576,,spritual,5,1,,5
1577,,,7,8,Smoker,7
1578,,,23,0,,23
1579,,,0,5,Outdoor Activities,0
1580,,,5,7,,5
1581,Financial issues,Sports,1,23,,1
1582,,Financial issues,4,0,,4
1583,Criminal,,8,5,Alchohol Abuse,8
1584,,Criminal,23,1,,23
1585,,,24,4,Travelling,24
1586,Mental health,Sports,16,8,Sports,16
1587,,Financial issues,85,23,,85
1588,,,0,24,,0
1589,,Criminal,0,16,Gambling,0
1590,Health Issue,,0,85,,0
1591,,,2,0,,2
1592,,Mental health,4,0,Books,4
1593,,,8,0,Travelling,8
1594,,,9,2,shopoholic,9
1595,Terriost activity,,45,4,,45
1596,,Health Issue,2,8,,2
1597,,,4,9,Travelling,4
1598,,,3,45,,3
1599,,,78,2,,78
1600,,,1,4,Charity,1
1601,Financial issues,Terriost activity,1,3,,1
1602,,,8,78,,8
1603,Criminal,,0,1,Online Gaming,0
1604,,spritual,5,1,,5
1605,,,7,8,,7
1606,Mental health,,23,0,,23
1607,,,,5,Smoker,
1608,,,0,7,,0
1609,,Sports,5,23,Outdoor Activities,5
1610,Health Issue,Financial issues,1,,,1
1611,,,4,0,,4
1612,,Criminal,8,5,,8
1613,,,23,1,Alchohol Abuse,23
1614,,,24,4,,24
1615,Terriost activity,Mental health,16,8,Travelling,16
1616,,,85,23,Sports,85
1617,,,0,24,,0
1618,,,0,16,,0
1619,,Health Issue,0,85,Gambling,0
1620,,,2,0,,2
1621,Financial issues,,4,0,,4
1622,,,8,0,Books,8
1623,Criminal,,9,2,Travelling,9
1624,,Terriost activity,45,4,shopoholic,45
1625,,,2,8,,2
1626,Mental health,,4,9,,4
1627,,spritual,3,45,Travelling,3
1628,,,78,2,,78
1629,,,1,4,,1
1630,Health Issue,,1,3,Charity,1
1631,,,8,78,,8
1632,,Sports,0,1,,0
1633,,Financial issues,5,1,Online Gaming,5
1634,,,7,8,,7
1635,Terriost activity,Criminal,23,0,,23
1636,,,,5,,
1637,,Sports,0,7,Smoker,0
1638,,Financial issues,5,23,,5
1639,,,1,,Outdoor Activities,1
1640,,Criminal,4,0,,4
1641,Financial issues,,8,5,,8
1642,,,23,1,,23
1643,Criminal,Mental health,24,4,Alchohol Abuse,24
1644,,,16,8,,16
1645,,,85,23,Travelling,85
1646,Mental health,,0,24,Sports,0
1647,,Health Issue,0,16,,0
1648,,,0,85,,0
1649,,,2,0,Gambling,2
1650,Health Issue,,4,0,,4
1651,,,8,0,,8
1652,,,9,2,Books,9
1653,,Sports,45,4,Travelling,45
1654,,Financial issues,2,8,shopoholic,2
1655,Terriost activity,,4,9,,4
1656,,Criminal,3,45,,3
1657,,,78,2,Travelling,78
1658,,,1,4,,1
1659,,Mental health,1,3,,1
1660,,,8,78,Charity,8
1661,Financial issues,,0,1,,0
1662,,,5,1,,5
1663,Criminal,Health Issue,7,8,Online Gaming,7
1664,,,23,0,,23
1665,,,,5,,
1666,Mental health,,0,7,Smoker,0
1667,,,5,23,,5
1668,,Terriost activity,1,,Outdoor Activities,1
1669,,,4,0,,4
1670,Health Issue,,8,5,,8
1671,,spritual,23,1,,23
1672,,,24,4,Alchohol Abuse,24
1673,,,16,8,,16
1674,,,85,23,Travelling,85
1675,Terriost activity,,0,24,Sports,0
1676,,Sports,0,16,,0
1677,,Financial issues,0,85,,0
1678,,,2,0,Gambling,2
1679,,Criminal,4,0,,4
1680,,,8,0,,8
1681,Financial issues,,9,2,Books,9
1682,,Mental health,45,4,Travelling,45
1683,Criminal,,2,8,shopoholic,2
1684,,,4,9,,4
1685,,,3,45,,3
1686,Mental health,Health Issue,78,2,Travelling,78
1687,,,1,4,,1
1688,,,1,3,,1
1689,,,8,78,Charity,8
1690,Health Issue,,0,1,,0
1691,,Terriost activity,5,1,,5
1692,,,7,8,Online Gaming,7
1693,,,23,0,,23
1694,,spritual,,5,Smoker,
1695,Terriost activity,,0,7,,0
1696,,,5,23,Outdoor Activities,5
1697,,,1,,,1
1698,,,4,0,,4
1699,,Sports,8,5,,8
1700,,Financial issues,23,1,Alchohol Abuse,23
1701,Financial issues,,24,4,,24
1702,,Criminal,16,8,Travelling,16
1703,Criminal,,85,23,Sports,85
1704,,Sports,0,24,,0
1705,,Financial issues,0,16,,0
1706,Mental health,,0,85,Gambling,0
1707,,Criminal,2,0,,2
1708,,,4,0,,4
1709,,,8,0,Books,8
1710,Health Issue,Mental health,9,2,Travelling,9
1711,,,45,4,shopoholic,45
1712,,,2,8,,2
1713,,,4,9,,4
1714,,Health Issue,3,45,Travelling,3
1715,Terriost activity,,78,2,,78
1716,,,1,4,,1
1717,,,1,3,Charity,1
1718,,,8,78,,8
1719,,Terriost activity,0,1,,0
