customer_id,Education,EducationField,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,Achievement,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus,DailySteps(*1000),SleepHours,DailyShouting,TimeForPassion,PlacesVisited,SocialNetwork,Smoking,Alcohol
229,Bachelor,Marketing,Sales Executive,3,8789,3,6,10,10,7,Single,4,9,1,3,8,4,tried smoking,social drinker
230,Below College,Medical,Research Scientist,4,2389,3,4,4,4,3,Single,8,6,7,3,3,2,tried smoking,social drinker
231,Bachelor,Life Sciences,Laboratory Technician,4,3212,3,8,6,2,2,Single,9,7,2,5,8,7,tried smoking,drink a lot
232,College,Technical Degree,Manager,4,19232,3,10,22,22,17,Married,5,7,1,3,2,8,tried smoking,social drinker
233,College,Medical,Human Resources,3,2267,3,10,7,2,2,Married,10,7,2,4,4,10,never smoked,social drinker
234,Master,Medical,Manager,4,19517,3,6,32,7,0,Divorced,8,8,1,3,10,10,current smoker,social drinker
235,Bachelor,Medical,Laboratory Technician,4,2436,3,3,8,5,4,Married,3,6,0,1,2,4,never smoked,social drinker
236,Bachelor,Marketing,Manager,4,16064,4,7,22,17,13,Married,7,8,6,1,4,6,tried smoking,never
237,College,Life Sciences,Laboratory Technician,1,2707,4,0,13,9,7,Married,2,7,2,0,0,0,tried smoking,drink a lot
238,Master,Life Sciences,Manager,3,19068,3,0,33,33,7,Single,1,5,0,0,0,0,former smoker,social drinker
239,College,Life Sciences,Sales Representative,2,3931,3,2,6,4,3,Married,3,7,7,2,5,5,former smoker,drink a lot
240,Bachelor,Life Sciences,Laboratory Technician,3,3730,3,4,4,3,2,Single,6,8,2,5,6,7,former smoker,social drinker
241,Master,Medical,Laboratory Technician,3,2232,3,8,7,3,2,Divorced,6,8,1,5,1,3,former smoker,never
242,Master,Marketing,Sales Executive,4,4465,3,10,4,3,2,Married,6,8,1,6,10,5,tried smoking,social drinker
243,College,Life Sciences,Research Scientist,1,3072,3,7,17,1,0,Divorced,6,6,2,3,5,10,never smoked,never
244,College,Technical Degree,Research Scientist,4,3319,3,3,9,9,8,Divorced,8,5,0,1,8,9,never smoked,social drinker
245,Bachelor,Other,Manager,4,19202,3,1,25,24,0,Married,1,5,3,8,1,5,tried smoking,social drinker
246,Master,Medical,Research Director,3,13675,3,0,9,2,2,Divorced,7,7,5,0,4,3,tried smoking,social drinker
247,Master,Life Sciences,Research Scientist,4,2911,3,10,2,2,2,Married,3,7,1,2,10,10,tried smoking,never
248,Master,Life Sciences,Manufacturing Director,1,5957,3,1,13,11,9,Married,2,7,1,0,2,8,former smoker,drink a lot
249,College,Medical,Research Scientist,1,3920,3,3,17,3,1,Married,6,8,10,1,9,8,tried smoking,social drinker
250,Master,Life Sciences,Manufacturing Director,3,6434,3,2,9,3,2,Married,8,6,3,6,6,10,never smoked,social drinker
251,Bachelor,Medical,Manufacturing Director,3,10048,3,1,17,1,0,Divorced,3,7,0,4,3,6,tried smoking,social drinker
252,Master,Technical Degree,Healthcare Representative,3,10938,4,1,20,19,6,Single,8,6,3,2,0,10,tried smoking,social drinker
253,Bachelor,Life Sciences,Research Scientist,4,2340,3,4,6,6,5,Single,6,7,10,2,7,10,never smoked,social drinker
254,College,Life Sciences,Research Scientist,1,6545,3,7,10,3,2,Single,7,8,2,4,6,10,tried smoking,social drinker
255,College,Marketing,Sales Executive,4,6931,3,2,10,3,2,Divorced,4,6,4,1,4,3,current smoker,social drinker
256,Bachelor,Life Sciences,Manufacturing Director,3,4898,3,1,5,4,2,Married,9,7,1,1,2,10,never smoked,social drinker
257,Bachelor,Medical,Laboratory Technician,1,2593,3,4,10,9,6,Divorced,5,8,1,3,3,10,current smoker,social drinker
258,College,Medical,Research Director,3,19436,3,2,22,21,7,Divorced,5,8,2,5,4,2,tried smoking,social drinker
259,Bachelor,Life Sciences,Research Scientist,4,2723,3,5,1,1,0,Married,3,8,1,1,3,3,tried smoking,social drinker
260,College,Medical,Laboratory Technician,2,3479,3,3,6,5,4,Single,2,7,1,5,5,7,current smoker,social drinker
261,Bachelor,Life Sciences,Laboratory Technician,2,2794,4,10,5,5,1,Married,4,6,1,5,6,7,tried smoking,never
262,College,Life Sciences,Sales Executive,4,5249,3,1,13,8,7,Married,4,8,5,3,2,5,never smoked,social drinker
263,Below College,Technical Degree,Laboratory Technician,1,2176,3,8,9,6,2,Single,8,8,5,1,10,2,former smoker,social drinker
264,Bachelor,Technical Degree,Manager,2,16872,3,8,28,7,7,Married,10,7,1,5,10,8,current smoker,drink a lot
265,Master,Life Sciences,Laboratory Technician,3,3485,3,10,5,0,0,Single,10,8,0,7,5,10,former smoker,social drinker
266,Bachelor,Medical,Sales Executive,2,6644,3,7,10,0,0,Married,8,9,10,0,0,4,tried smoking,social drinker
267,Bachelor,Medical,Healthcare Representative,4,5582,4,0,10,9,0,Married,8,8,10,0,0,3,tried smoking,social drinker
268,College,Life Sciences,Healthcare Representative,1,4000,3,5,6,6,3,Divorced,5,7,2,2,6,10,never smoked,never
269,College,Medical,Healthcare Representative,4,13496,3,1,21,20,7,Married,5,8,7,1,5,1,never smoked,never
270,Bachelor,Life Sciences,Laboratory Technician,4,3210,3,2,16,15,13,Married,5,6,0,0,8,10,tried smoking,social drinker
271,Bachelor,Medical,Manager,1,19045,3,10,37,36,10,Single,5,7,1,10,10,10,current smoker,social drinker
272,Master,Life Sciences,Manager,2,11849,3,4,10,10,7,Married,3,6,2,1,3,6,never smoked,social drinker
273,Bachelor,Medical,Research Scientist,4,2070,4,2,5,5,2,Married,1,4,2,8,0,10,former smoker,social drinker
274,Master,Medical,Sales Executive,4,6502,3,10,7,5,4,Married,8,5,1,10,9,10,former smoker,drink a lot
275,College,Medical,Research Scientist,3,3230,3,1,3,3,2,Single,8,7,4,1,5,5,current smoker,social drinker
276,Master,Medical,Research Director,4,13603,3,4,15,5,2,Divorced,2,7,0,3,5,7,former smoker,drink a lot
277,Bachelor,Life Sciences,Manager,2,11996,3,1,10,7,7,Divorced,5,5,4,1,1,3,tried smoking,never
278,College,Medical,Sales Executive,1,5605,4,4,8,8,0,Divorced,8,7,7,2,4,10,tried smoking,social drinker
279,Bachelor,Life Sciences,Manufacturing Director,2,6397,4,1,6,6,5,Divorced,10,6,1,0,1,4,tried smoking,social drinker
280,Below College,Life Sciences,Research Director,2,19144,3,2,28,10,4,Divorced,3,7,5,6,2,7,current smoker,social drinker
281,Master,Medical,Research Director,3,17584,3,3,21,5,3,Married,2,6,2,0,3,10,current smoker,social drinker
282,Below College,Life Sciences,Sales Executive,3,4907,4,8,20,20,16,Married,5,5,1,9,5,10,former smoker,drink a lot
283,College,Life Sciences,Sales Executive,4,4554,3,2,10,10,7,Single,2,6,2,3,10,7,tried smoking,never
284,College,Technical Degree,Laboratory Technician,4,5415,3,6,12,10,7,Married,7,5,0,2,1,10,never smoked,social drinker
285,College,Medical,Healthcare Representative,1,4741,3,2,5,5,3,Married,5,6,1,10,10,6,never smoked,social drinker
286,Bachelor,Life Sciences,Research Scientist,4,2115,3,3,17,17,12,Single,6,6,5,2,10,6,tried smoking,social drinker
287,Bachelor,Life Sciences,Laboratory Technician,3,3161,4,2,19,1,0,Divorced,1,8,1,5,0,10,former smoker,social drinker
288,Master,Life Sciences,Healthcare Representative,4,5745,3,5,10,2,2,Divorced,5,5,4,1,5,10,former smoker,social drinker
289,Master,Medical,Laboratory Technician,2,2373,3,10,5,3,2,Divorced,3,7,1,3,10,6,tried smoking,never
290,College,Life Sciences,Research Scientist,4,3310,4,0,5,5,3,Single,1,6,4,0,2,5,current smoker,drink a lot
291,Master,Life Sciences,Research Director,1,18665,3,2,22,3,2,Single,3,7,0,4,3,2,tried smoking,social drinker
292,Bachelor,Technical Degree,Research Scientist,2,4485,3,4,10,8,0,Single,5,8,2,4,2,2,tried smoking,social drinker
293,Bachelor,Marketing,Sales Representative,2,2789,3,7,2,2,2,Divorced,8,9,10,6,10,6,never smoked,social drinker
294,Master,Marketing,Sales Executive,4,5828,3,0,8,8,7,Single,5,9,8,0,2,1,tried smoking,never
295,Bachelor,Medical,Research Scientist,4,2326,3,1,4,4,2,Married,7,8,4,0,2,7,former smoker,never
296,Bachelor,Marketing,Sales Executive,2,13525,3,3,23,20,4,Married,6,8,3,4,10,6,tried smoking,drink a lot
297,Bachelor,Life Sciences,Laboratory Technician,3,1420,3,10,0,0,0,Single,8,5,1,4,10,7,former smoker,drink a lot
298,Bachelor,Marketing,Sales Executive,2,8020,3,5,12,11,9,Married,6,6,1,1,8,10,former smoker,social drinker
299,Master,Life Sciences,Laboratory Technician,4,3688,3,2,4,1,0,Married,10,6,9,2,3,10,tried smoking,drink a lot
300,Bachelor,Medical,Manufacturing Director,2,5482,3,1,13,4,1,Divorced,1,7,7,0,1,2,tried smoking,social drinker
301,Master,Life Sciences,Manager,2,16015,3,0,22,22,10,Single,5,6,10,0,4,10,tried smoking,social drinker
302,Bachelor,Medical,Sales Representative,3,1200,3,2,0,0,0,Single,2,6,0,4,10,5,never smoked,social drinker
303,College,Medical,Healthcare Representative,1,5661,3,5,9,8,3,Single,10,8,7,5,10,6,tried smoking,social drinker
304,Bachelor,Technical Degree,Sales Executive,4,6929,3,3,10,8,7,Married,4,7,1,4,7,10,never smoked,social drinker
305,Bachelor,Medical,Healthcare Representative,4,9613,3,2,19,18,10,Divorced,5,7,5,5,10,10,current smoker,social drinker
306,Master,Life Sciences,Laboratory Technician,2,5674,3,2,11,9,8,Married,2,6,7,0,5,0,current smoker,social drinker
307,Bachelor,Life Sciences,Sales Executive,3,5484,3,9,13,13,8,Married,7,8,2,2,4,10,never smoked,social drinker
308,College,Life Sciences,Research Director,2,12061,3,3,19,10,8,Married,5,5,0,5,3,1,never smoked,never
309,Master,Life Sciences,Healthcare Representative,3,5660,3,5,12,5,3,Divorced,6,8,1,10,10,10,tried smoking,never
310,Master,Technical Degree,Research Scientist,4,4821,3,10,6,5,2,Married,1,7,0,2,3,6,never smoked,never
311,Bachelor,Human Resources,Human Resources,1,6410,3,5,9,2,2,Married,7,5,3,1,8,7,tried smoking,social drinker
312,Bachelor,Life Sciences,Laboratory Technician,1,5210,3,4,24,24,9,Divorced,9,7,1,7,3,3,former smoker,social drinker
313,Master,Life Sciences,Research Scientist,4,2695,3,10,3,2,2,Divorced,7,7,3,1,10,10,tried smoking,social drinker
314,Master,Life Sciences,Manager,2,11878,3,5,12,10,6,Married,8,7,0,1,3,4,current smoker,social drinker
315,Below College,Medical,Manager,1,17068,3,5,21,21,9,Married,5,5,5,5,5,5,never smoked,never
316,Master,Life Sciences,Laboratory Technician,4,2455,3,10,9,8,7,Single,2,5,5,4,3,10,tried smoking,social drinker
317,College,Technical Degree,Healthcare Representative,3,13964,3,3,25,7,1,Single,2,7,1,1,7,10,former smoker,social drinker
318,Master,Medical,Research Scientist,2,4941,3,1,11,8,2,Married,7,7,0,1,4,3,tried smoking,social drinker
319,Bachelor,Life Sciences,Research Scientist,2,2478,3,5,4,4,3,Single,6,8,1,10,10,10,never smoked,social drinker
320,College,Technical Degree,Sales Executive,2,5228,3,6,13,13,12,Married,3,8,0,1,10,5,former smoker,social drinker
321,Bachelor,Life Sciences,Sales Executive,3,4478,3,2,5,5,4,Single,2,9,0,2,3,4,tried smoking,social drinker
322,Bachelor,Marketing,Sales Executive,4,7547,3,2,13,7,7,Divorced,3,7,1,1,4,8,never smoked,never
323,Master,Medical,Research Scientist,4,5055,3,3,10,7,7,Single,2,7,10,1,10,2,tried smoking,social drinker
324,Master,Medical,Research Scientist,4,3464,3,1,5,3,2,Married,5,5,2,1,1,3,never smoked,social drinker
325,College,Medical,Research Scientist,4,5775,3,0,11,10,8,Married,2,9,1,1,6,3,never smoked,social drinker
326,College,Life Sciences,Manufacturing Director,3,8943,4,9,10,10,9,Married,4,7,5,3,3,5,tried smoking,social drinker
327,College,Medical,Manager,4,19272,3,6,21,21,9,Married,4,8,7,2,4,3,never smoked,social drinker
328,College,Medical,Sales Executive,3,5238,3,6,12,1,0,Married,10,6,4,0,0,10,tried smoking,social drinker
329,Bachelor,Marketing,Sales Executive,4,4682,3,6,9,7,7,Single,10,8,1,3,1,10,tried smoking,social drinker
330,Doctor,Life Sciences,Research Director,3,18300,3,3,21,3,2,Married,4,8,4,1,10,10,never smoked,drink a lot
331,Master,Life Sciences,Laboratory Technician,3,5257,3,10,9,9,7,Divorced,9,9,1,1,7,3,tried smoking,social drinker
332,Below College,Marketing,Sales Executive,2,6349,3,2,6,5,4,Married,6,8,4,2,7,4,former smoker,social drinker
333,Master,Life Sciences,Research Scientist,3,4869,3,2,20,4,3,Single,8,7,4,4,0,10,tried smoking,social drinker
334,Bachelor,Life Sciences,Healthcare Representative,1,9985,3,5,10,1,0,Married,8,7,4,7,3,10,never smoked,never
335,Master,Other,Research Scientist,4,3697,3,1,12,10,9,Married,6,9,0,0,4,6,never smoked,never
336,College,Medical,Sales Executive,4,7457,4,5,6,4,3,Married,6,8,1,10,10,10,tried smoking,social drinker
337,Master,Other,Laboratory Technician,1,2119,3,0,7,7,7,Married,5,7,0,8,0,1,never smoked,never
338,Doctor,Other,Laboratory Technician,4,3983,3,1,4,3,2,Single,9,7,7,7,10,10,tried smoking,drink a lot
339,Bachelor,Marketing,Sales Executive,3,6118,3,4,10,10,9,Divorced,10,8,2,1,10,10,never smoked,social drinker
340,Master,Marketing,Sales Executive,2,6214,3,7,8,8,7,Married,4,7,2,8,3,4,tried smoking,social drinker
341,College,Medical,Manufacturing Director,4,6347,3,1,8,6,2,Divorced,4,8,1,1,1,2,tried smoking,social drinker
342,College,Life Sciences,Research Director,4,11510,3,1,12,11,10,Divorced,5,8,3,2,6,3,former smoker,social drinker
343,Master,Medical,Manufacturing Director,4,7143,3,3,11,11,9,Single,4,6,3,1,2,5,tried smoking,social drinker
344,Below College,Marketing,Sales Executive,2,8268,3,7,7,7,7,Divorced,4,8,3,3,0,5,tried smoking,social drinker
345,Master,Technical Degree,Manufacturing Director,2,8095,3,8,17,16,6,Single,10,8,0,5,5,3,tried smoking,social drinker
346,Below College,Life Sciences,Research Scientist,4,2904,3,3,4,4,2,Divorced,6,8,1,2,10,2,tried smoking,social drinker
347,Bachelor,Medical,Manufacturing Director,2,6032,3,2,8,5,4,Single,8,6,6,4,7,3,current smoker,drink a lot
348,Below College,Medical,Sales Representative,3,2976,3,1,5,0,0,Single,5,8,2,1,4,2,tried smoking,drink a lot
349,Doctor,Life Sciences,Research Director,4,15992,3,0,16,1,0,Single,3,7,1,1,10,5,never smoked,never
350,Bachelor,Life Sciences,Sales Executive,3,4649,3,6,4,4,3,Married,5,7,0,5,10,6,never smoked,social drinker
351,Below College,Technical Degree,Human Resources,3,2696,3,10,4,3,2,Divorced,5,10,0,10,1,10,tried smoking,social drinker
352,Bachelor,Medical,Laboratory Technician,2,2370,3,5,8,8,0,Married,6,7,4,9,10,5,tried smoking,social drinker
353,Below College,Medical,Manager,3,12504,4,10,15,0,0,Married,6,6,1,1,1,10,tried smoking,social drinker
354,Bachelor,Medical,Research Scientist,1,5974,3,1,13,7,7,Divorced,6,7,2,0,2,3,former smoker,social drinker
355,College,Technical Degree,Sales Executive,3,4736,3,5,4,2,2,Married,4,6,10,7,10,4,former smoker,social drinker
356,Bachelor,Life Sciences,Sales Executive,3,5296,3,2,8,8,7,Married,5,7,1,1,10,3,former smoker,drink a lot
357,Master,Other,Healthcare Representative,4,6781,4,4,14,1,0,Single,5,9,2,3,2,3,tried smoking,social drinker
358,Below College,Technical Degree,Sales Representative,2,2174,3,5,3,3,2,Single,2,8,1,1,10,10,never smoked,never
359,Doctor,Medical,Sales Executive,4,6653,3,4,7,1,0,Single,1,5,4,2,2,2,current smoker,social drinker
360,Master,Medical,Sales Executive,4,9699,3,6,16,13,9,Married,10,8,4,1,10,6,current smoker,social drinker
361,Master,Medical,Healthcare Representative,3,6755,3,2,15,3,2,Married,2,6,10,0,1,4,never smoked,social drinker
362,Master,Life Sciences,Laboratory Technician,3,2213,3,2,10,7,7,Married,2,6,3,2,2,1,tried smoking,social drinker
363,College,Medical,Sales Representative,4,2610,4,2,3,3,2,Single,8,7,0,2,3,5,never smoked,social drinker
364,Bachelor,Marketing,Sales Representative,3,2851,3,5,1,1,0,Single,7,6,5,3,5,10,never smoked,social drinker
365,Bachelor,Medical,Laboratory Technician,1,3452,4,2,17,5,4,Married,10,7,5,3,3,7,tried smoking,social drinker
366,Master,Medical,Manufacturing Director,3,5258,3,0,7,1,0,Married,6,7,7,0,2,4,never smoked,social drinker
367,Bachelor,Marketing,Sales Executive,2,9355,3,2,8,8,7,Single,10,7,5,3,3,7,tried smoking,social drinker
368,Bachelor,Technical Degree,Healthcare Representative,4,10496,3,7,20,4,3,Single,5,7,0,3,5,10,never smoked,social drinker
369,College,Marketing,Sales Executive,3,6380,3,5,8,6,4,Married,2,8,2,3,10,3,current smoker,drink a lot
370,Master,Life Sciences,Research Scientist,2,2657,3,3,3,2,2,Single,8,9,4,5,10,5,tried smoking,never
371,Bachelor,Life Sciences,Sales Representative,2,2716,3,3,1,1,0,Single,3,7,5,10,2,6,never smoked,social drinker
372,Bachelor,Life Sciences,Research Scientist,4,2201,3,10,6,3,2,Single,10,7,4,8,6,8,never smoked,social drinker
373,Master,Life Sciences,Healthcare Representative,2,6540,3,1,10,1,1,Single,2,7,2,8,8,4,tried smoking,social drinker
374,College,Medical,Laboratory Technician,2,3816,3,3,5,5,2,Divorced,1,5,5,0,0,6,never smoked,drink a lot
375,Master,Life Sciences,Sales Executive,4,5253,3,1,7,7,5,Single,8,6,0,4,10,5,tried smoking,social drinker
376,Bachelor,Other,Healthcare Representative,3,10965,4,5,26,5,2,Single,4,7,2,4,10,3,tried smoking,social drinker
377,College,Life Sciences,Sales Executive,4,4936,3,4,18,7,7,Married,6,7,1,1,10,10,former smoker,social drinker
378,Bachelor,Life Sciences,Research Scientist,3,2543,3,3,6,2,2,Married,10,8,3,5,10,4,never smoked,social drinker
379,Bachelor,Marketing,Sales Executive,4,5304,3,3,9,5,2,Single,10,8,3,5,10,4,tried smoking,drink a lot
380,Bachelor,Life Sciences,Manager,4,16659,3,1,30,5,4,Single,10,7,3,1,3,5,tried smoking,social drinker
381,Master,Marketing,Sales Executive,3,4260,3,3,5,5,2,Divorced,4,8,2,7,8,10,tried smoking,social drinker
382,Below College,Technical Degree,Sales Representative,2,2476,3,10,1,1,0,Married,1,7,2,3,1,3,tried smoking,drink a lot
383,Below College,Technical Degree,Research Scientist,1,3102,4,4,7,6,4,Single,5,7,0,4,7,1,current smoker,social drinker
384,Bachelor,Medical,Research Scientist,2,2244,3,4,2,2,1,Married,7,9,1,2,9,1,current smoker,drink a lot
385,College,Medical,Sales Executive,3,7596,3,10,10,10,9,Married,10,7,3,1,4,7,former smoker,social drinker
386,Bachelor,Technical Degree,Research Scientist,4,2285,4,1,3,1,0,Single,1,6,3,1,6,2,current smoker,drink a lot
387,Bachelor,Life Sciences,Laboratory Technician,1,3034,3,1,18,18,7,Divorced,1,6,3,1,6,2,tried smoking,drink a lot
388,College,Marketing,Sales Executive,2,5715,3,5,8,5,4,Divorced,8,7,3,5,10,10,tried smoking,social drinker
389,Master,Life Sciences,Laboratory Technician,1,2576,3,8,8,5,2,Divorced,7,9,0,2,5,3,former smoker,social drinker
390,Master,Life Sciences,Manufacturing Director,2,4197,3,6,18,1,0,Single,3,8,1,6,8,8,tried smoking,social drinker
391,Bachelor,Life Sciences,Research Director,2,14336,3,0,25,25,10,Divorced,1,10,7,0,0,1,never smoked,social drinker
392,Bachelor,Medical,Laboratory Technician,3,3448,4,6,20,1,0,Married,6,7,10,2,6,4,never smoked,social drinker
393,College,Medical,Research Director,1,19406,3,2,24,4,2,Married,4,8,0,3,2,10,tried smoking,social drinker
394,Master,Marketing,Sales Executive,3,6538,3,0,6,3,2,Married,5,6,1,1,2,4,former smoker,never
395,College,Medical,Manufacturing Director,1,4306,3,8,13,13,10,Married,4,7,0,7,3,10,never smoked,social drinker
396,Bachelor,Medical,Laboratory Technician,4,2258,4,2,8,3,2,Married,6,6,7,0,8,9,never smoked,social drinker
397,Master,Other,Healthcare Representative,3,4522,3,2,8,5,2,Divorced,1,7,1,0,10,3,never smoked,social drinker
398,College,Life Sciences,Sales Executive,4,4487,3,2,5,5,4,Single,1,7,1,0,10,3,current smoker,never
399,Doctor,Medical,Research Scientist,3,4449,3,3,15,13,11,Married,2,8,2,3,10,10,current smoker,social drinker
400,College,Life Sciences,Laboratory Technician,1,2218,3,3,4,4,2,Married,10,7,5,2,5,10,former smoker,social drinker
401,Below College,Life Sciences,Manager,3,19197,3,3,21,21,8,Divorced,10,7,5,2,5,10,tried smoking,social drinker
402,Bachelor,Life Sciences,Sales Executive,1,13212,3,0,36,7,7,Married,5,4,1,1,0,1,tried smoking,drink a lot
403,Bachelor,Technical Degree,Sales Executive,3,6577,3,5,6,5,4,Single,5,6,0,6,5,2,tried smoking,social drinker
404,Bachelor,Marketing,Sales Executive,1,8392,3,1,10,10,7,Married,4,5,10,0,10,10,former smoker,social drinker
405,College,Medical,Laboratory Technician,1,4558,3,2,10,10,0,Divorced,1,8,1,1,2,3,tried smoking,social drinker
406,Bachelor,Medical,Laboratory Technician,1,4031,3,3,6,2,2,Married,1,8,0,1,2,3,tried smoking,social drinker
407,Bachelor,Medical,Manufacturing Director,3,7969,3,5,28,5,4,Married,10,7,0,4,7,10,tried smoking,social drinker
